year,month,anomaly,total_uncertainty,uncorrelated_uncertainty,correlated_uncertainty,bias_uncertainty,coverage_uncertainty,lower_bound_95pct_bias_uncertainty_range,upper_bound_95pct_bias_uncertainty_range
1873,6,-0.44174,0.12582,0.03813,0.07513,0.02338,0.09047,-0.48550,-0.38700
1873,7,-0.17336,0.10982,0.03362,0.07774,0.02429,0.06554,-0.21750,-0.11750
1873,8,-0.26562,0.10493,0.03215,0.07061,0.02293,0.06683,-0.30700,-0.21350
1873,9,-0.49096,0.12846,0.02955,0.07036,0.02389,0.10054,-0.53100,-0.43500
1873,10,-0.47373,0.11179,0.03582,0.07953,0.01986,0.06704,-0.50900,-0.43050
1873,11,-0.38218,0.09030,0.03176,0.06913,0.01651,0.04576,-0.41350,-0.34250
1873,12,-0.51649,0.11068,0.03310,0.07871,0.01521,0.06877,-0.54550,-0.48150
1874,1,-0.34611,0.10780,0.03414,0.08087,0.01767,0.06002,-0.37950,-0.30800
1874,2,-0.55687,0.09929,0.03514,0.07617,0.01840,0.04983,-0.59100,-0.51750
1874,3,-0.39168,0.09386,0.03388,0.07098,0.02032,0.04703,-0.42850,-0.34900
1874,4,-0.46551,0.11394,0.03447,0.08675,0.02072,0.06195,-0.50400,-0.41900
1874,5,-0.49064,0.12851,0.04011,0.08195,0.02320,0.08748,-0.53300,-0.43650
1874,6,-0.76202,0.12548,0.03474,0.07468,0.02423,0.09151,-0.80700,-0.70550
1874,7,-0.16329,0.12641,0.03269,0.06690,0.02631,0.09871,-0.21150,-0.10300
1874,8,-0.43704,0.12331,0.03093,0.07936,0.02299,0.08616,-0.47900,-0.38550
1874,9,-0.39190,0.11168,0.03346,0.06764,0.02292,0.07906,-0.43150,-0.33850
1874,10,-0.56058,0.11354,0.03034,0.08399,0.02007,0.06719,-0.59700,-0.51600
1874,11,-0.37896,0.10396,0.03400,0.07109,0.01723,0.06558,-0.41200,-0.33950
1874,12,-0.33120,0.10578,0.03142,0.06743,0.01627,0.07342,-0.36250,-0.29350
1875,1,-0.23512,0.11464,0.03415,0.06991,0.01885,0.08206,-0.26850,-0.19300
1875,2,-0.14353,0.10897,0.03404,0.08555,0.01867,0.05522,-0.17650,-0.10200
1875,3,-0.29550,0.12761,0.04017,0.08661,0.02156,0.08188,-0.33350,-0.24750
1875,4,-0.26456,0.13079,0.03770,0.09359,0.02152,0.08040,-0.30300,-0.21700
1875,5,-0.22579,0.13204,0.03832,0.09905,0.02213,0.07527,-0.26600,-0.17300
1875,6,-0.32315,0.11339,0.03568,0.08495,0.02394,0.06161,-0.36750,-0.26700
1875,7,-0.41009,0.11799,0.03022,0.08413,0.02399,0.07317,-0.45200,-0.35500
1875,8,-0.26878,0.12224,0.03627,0.08700,0.02324,0.07428,-0.30900,-0.21550
1875,9,-0.14660,0.11420,0.03373,0.08416,0.02179,0.06592,-0.18350,-0.09550
1875,10,-0.24553,0.11446,0.03444,0.07725,0.02021,0.07443,-0.27950,-0.19800
1875,11,-0.18100,0.11695,0.03291,0.08534,0.01733,0.07079,-0.21300,-0.14200
1875,12,-0.40207,0.11442,0.03430,0.07376,0.01600,0.07887,-0.43300,-0.36450
1876,1,-0.28863,0.10788,0.03361,0.07649,0.01722,0.06603,-0.32100,-0.25150
1876,2,-0.28212,0.11271,0.03230,0.07871,0.01854,0.07156,-0.31650,-0.24200
1876,3,-0.30420,0.11903,0.03140,0.08916,0.02015,0.06947,-0.34300,-0.26150
1876,4,-0.30752,0.13187,0.04146,0.10351,0.02279,0.06662,-0.34900,-0.25950
1876,5,-0.40816,0.11588,0.03218,0.08926,0.02238,0.06265,-0.45350,-0.35900
1876,6,-0.58059,0.12204,0.03075,0.08985,0.02348,0.07296,-0.62750,-0.52700
1876,7,-0.47039,0.11749,0.03391,0.07882,0.02411,0.07656,-0.51700,-0.41600
1876,8,-0.47314,0.12146,0.03563,0.08562,0.02515,0.07429,-0.51950,-0.41400
1876,9,-0.72994,0.14309,0.04112,0.08879,0.02389,0.10163,-0.77400,-0.67450
1876,10,-0.33630,0.11821,0.03235,0.08915,0.01971,0.06775,-0.37300,-0.29150
1876,11,-0.43496,0.11415,0.03331,0.08386,0.01729,0.06774,-0.47000,-0.39700
1876,12,-0.43994,0.11267,0.03286,0.08332,0.01505,0.06667,-0.47100,-0.40750
1877,1,-0.40099,0.10676,0.03254,0.07073,0.01807,0.07077,-0.43600,-0.36650
1877,2,-0.00757,0.11949,0.03692,0.08710,0.01979,0.07026,-0.04550,0.03050
1877,3,-0.12976,0.13019,0.03629,0.09675,0.01891,0.07689,-0.16850,-0.08950
1877,4,-0.16359,0.12882,0.03527,0.09135,0.02127,0.08097,-0.20650,-0.11800
1877,5,-0.47870,0.13320,0.03278,0.09338,0.02267,0.08621,-0.52550,-0.42800
1877,6,-0.32207,0.11804,0.03261,0.07797,0.02437,0.07872,-0.37250,-0.26700
1877,7,-0.21930,0.12082,0.03360,0.05879,0.02467,0.09697,-0.26700,-0.16200
1877,8,-0.06753,0.11331,0.03046,0.07895,0.02347,0.07160,-0.11150,-0.01250
1877,9,-0.01531,0.10644,0.03375,0.07547,0.02074,0.06375,-0.05450,0.03300
1877,10,0.17981,0.12097,0.03194,0.07394,0.01968,0.08808,0.14000,0.22250
1877,11,-0.09467,0.11475,0.02897,0.07541,0.01796,0.07950,-0.13000,-0.05550
1877,12,-0.04627,0.10596,0.03325,0.07930,0.01684,0.05958,-0.08250,-0.01050
1878,1,0.23472,0.10566,0.03306,0.07653,0.01815,0.06232,0.19950,0.27300
1878,2,0.22185,0.10436,0.03500,0.07533,0.01952,0.06010,0.18350,0.26250
1878,3,0.09667,0.12113,0.03674,0.08329,0.02041,0.07725,0.05600,0.13850
1878,4,0.08586,0.12264,0.03311,0.09187,0.02240,0.07072,0.04200,0.13100
1878,5,-0.21645,0.13472,0.03466,0.10932,0.02158,0.06732,-0.26000,-0.16900
1878,6,-0.32564,0.12162,0.03746,0.07570,0.02366,0.08425,-0.37050,-0.27200
1878,7,-0.16237,0.11884,0.03586,0.07289,0.02481,0.08312,-0.20900,-0.10550
1878,8,-0.24996,0.11308,0.03106,0.07427,0.02507,0.07534,-0.29450,-0.18950
1878,9,-0.25369,0.10409,0.03483,0.07692,0.02241,0.05659,-0.29350,-0.19950
1878,10,-0.22836,0.11382,0.03352,0.07468,0.02001,0.07651,-0.26550,-0.18200
1878,11,-0.28825,0.12243,0.03628,0.09157,0.01668,0.07077,-0.32050,-0.25100
1878,12,-0.32395,0.10268,0.03213,0.07696,0.01496,0.05801,-0.35550,-0.29250
1879,1,-0.25996,0.11498,0.03029,0.07893,0.01614,0.07624,-0.29150,-0.22750
1879,2,-0.22039,0.11203,0.03283,0.07218,0.01901,0.07682,-0.25650,-0.18150
1879,3,-0.14391,0.11635,0.03151,0.09746,0.02020,0.05136,-0.18200,-0.10300
1879,4,-0.19833,0.10619,0.03087,0.07698,0.02134,0.06279,-0.24050,-0.15600
1879,5,-0.34708,0.10648,0.02737,0.07839,0.02138,0.06313,-0.38900,-0.30250
1879,6,-0.28457,0.10069,0.02762,0.07701,0.02252,0.05419,-0.32950,-0.23600
1879,7,-0.26430,0.11673,0.02914,0.08637,0.02530,0.06840,-0.30950,-0.20400
1879,8,-0.08593,0.10001,0.02865,0.07748,0.02383,0.05108,-0.12850,-0.02900
1879,9,-0.17025,0.10477,0.02976,0.07720,0.02207,0.06037,-0.20950,-0.11700
1879,10,-0.23444,0.10243,0.02937,0.08133,0.01931,0.05140,-0.26950,-0.18900
1879,11,-0.19365,0.09916,0.02834,0.07054,0.01680,0.06142,-0.22750,-0.15800
1879,12,-0.28970,0.09886,0.02780,0.06980,0.01570,0.06230,-0.32100,-0.25800
1880,1,-0.27490,0.09963,0.02636,0.06930,0.01655,0.06446,-0.30900,-0.24400
1880,2,-0.06736,0.10206,0.02829,0.07569,0.01855,0.05952,-0.10500,-0.03300
1880,3,-0.02501,0.10485,0.03160,0.07621,0.02017,0.06149,-0.06700,0.01400
1880,4,-0.19820,0.10074,0.03512,0.06617,0.02163,0.06379,-0.24300,-0.15550
1880,5,-0.33640,0.11767,0.02839,0.06236,0.02319,0.09281,-0.38500,-0.28550
1880,6,-0.48563,0.10351,0.02688,0.07418,0.02285,0.06298,-0.53400,-0.43650
1880,7,-0.29456,0.10777,0.02887,0.06928,0.02565,0.07296,-0.34450,-0.23450
1880,8,-0.17133,0.09341,0.02850,0.06881,0.02363,0.05119,-0.21750,-0.11650
1880,9,-0.20792,0.11203,0.02909,0.07944,0.02255,0.06989,-0.25200,-0.15550
1880,10,-0.28284,0.09694,0.03079,0.06080,0.02036,0.06587,-0.32350,-0.23600
1880,11,-0.19641,0.09958,0.02660,0.06948,0.01673,0.06404,-0.23200,-0.16150
1880,12,-0.16344,0.08860,0.02583,0.06362,0.01553,0.05379,-0.19650,-0.13300
1881,1,-0.19795,0.09756,0.02881,0.06843,0.01889,0.06041,-0.23500,-0.16150
1881,2,-0.24296,0.10562,0.03033,0.08132,0.01959,0.05692,-0.28150,-0.20550
1881,3,-0.07762,0.10104,0.02701,0.07586,0.02224,0.05683,-0.12250,-0.03600
1881,4,-0.11271,0.10213,0.02958,0.07048,0.02201,0.06406,-0.15850,-0.06950
1881,5,-0.08759,0.10941,0.03279,0.06615,0.02333,0.07730,-0.13700,-0.04050
1881,6,-0.25242,0.12386,0.03347,0.08054,0.02512,0.08428,-0.30550,-0.19800
1881,7,-0.14774,0.11183,0.02684,0.08227,0.02489,0.06631,-0.19700,-0.09100
1881,8,-0.16987,0.10010,0.02348,0.07549,0.02396,0.05653,-0.21750,-0.11550
1881,9,-0.30016,0.11166,0.02756,0.07285,0.02371,0.07642,-0.34550,-0.24450
1881,10,-0.09198,0.10434,0.03021,0.06860,0.01989,0.06981,-0.13200,-0.04800
1881,11,-0.07987,0.09737,0.02570,0.06303,0.01716,0.06748,-0.11500,-0.04250
1881,12,-0.16290,0.08898,0.02418,0.06733,0.01594,0.05046,-0.19750,-0.13200
1882,1,-0.16535,0.09643,0.02593,0.06816,0.01865,0.06028,-0.20450,-0.13050
1882,2,-0.03100,0.10260,0.02997,0.07469,0.02054,0.06023,-0.07400,0.00750
1882,3,-0.08649,0.08932,0.02770,0.06098,0.02146,0.05505,-0.13200,-0.04750
1882,4,-0.14601,0.09226,0.02688,0.06339,0.02297,0.05695,-0.19400,-0.10100
1882,5,-0.30223,0.10019,0.02928,0.06970,0.02310,0.06155,-0.35150,-0.25600
1882,6,-0.24312,0.09743,0.02740,0.06707,0.02447,0.06038,-0.29100,-0.19000
1882,7,-0.13344,0.09662,0.02818,0.07341,0.02461,0.05047,-0.18200,-0.08000
1882,8,-0.29211,0.09830,0.02738,0.06800,0.02395,0.06096,-0.33800,-0.23850
1882,9,-0.14397,0.10781,0.02755,0.06921,0.02405,0.07413,-0.18800,-0.08800
1882,10,-0.27413,0.09677,0.02868,0.07037,0.02044,0.05633,-0.31300,-0.22800
1882,11,-0.15835,0.10841,0.02948,0.07374,0.01795,0.07157,-0.19400,-0.12100
1882,12,-0.35453,0.09248,0.02609,0.05530,0.01718,0.06722,-0.39150,-0.32250
1883,1,-0.07371,0.08231,0.02640,0.05881,0.01929,0.04739,-0.11300,-0.03800
1883,2,-0.10089,0.09248,0.02390,0.06181,0.02014,0.06128,-0.14200,-0.06400
1883,3,-0.05073,0.09972,0.02448,0.06627,0.02112,0.06714,-0.09550,-0.01100
1883,4,-0.37075,0.10124,0.02425,0.07316,0.02373,0.06121,-0.42100,-0.32650
1883,5,-0.19739,0.10080,0.02658,0.07103,0.02433,0.06178,-0.25100,-0.15250
1883,6,-0.19644,0.09090,0.02401,0.06158,0.02526,0.05706,-0.24950,-0.14250
1883,7,-0.25288,0.08870,0.02126,0.06721,0.02545,0.04745,-0.30550,-0.19750
1883,8,-0.30184,0.09317,0.02123,0.07303,0.02495,0.04769,-0.35050,-0.24400
1883,9,-0.22957,0.09077,0.02186,0.06840,0.02293,0.05057,-0.27550,-0.17700
1883,10,-0.31643,0.08982,0.02290,0.06711,0.01999,0.05137,-0.35850,-0.27400
1883,11,-0.18566,0.09370,0.02361,0.07216,0.01840,0.05174,-0.22600,-0.14950
1883,12,-0.44874,0.08987,0.02389,0.06635,0.01830,0.05262,-0.48950,-0.41700
1884,1,-0.34462,0.09695,0.02210,0.06702,0.01987,0.06344,-0.38550,-0.30600
1884,2,-0.23944,0.08697,0.02373,0.06323,0.02088,0.05067,-0.28250,-0.19900
1884,3,-0.42722,0.09486,0.02303,0.06892,0.02267,0.05660,-0.47400,-0.38450
1884,4,-0.37013,0.08584,0.02246,0.06480,0.02333,0.04606,-0.41950,-0.32600
1884,5,-0.41676,0.09440,0.02204,0.06846,0.02517,0.05572,-0.47150,-0.37150
1884,6,-0.38480,0.08815,0.02090,0.07003,0.02468,0.04265,-0.43850,-0.33700
1884,7,-0.39612,0.09164,0.02080,0.06900,0.02522,0.05068,-0.44600,-0.34000
1884,8,-0.43902,0.08626,0.02039,0.07114,0.02410,0.03719,-0.48700,-0.38600
1884,9,-0.21499,0.09010,0.02257,0.06650,0.02231,0.05184,-0.25950,-0.16600
1884,10,-0.29911,0.08962,0.01996,0.06529,0.01991,0.05454,-0.33950,-0.25750
1884,11,-0.30649,0.08821,0.02060,0.06589,0.01813,0.05182,-0.34350,-0.27000
1884,12,-0.35809,0.08520,0.02062,0.06870,0.01809,0.04227,-0.39600,-0.32450
1885,1,-0.32783,0.09108,0.02350,0.07242,0.02103,0.04534,-0.37050,-0.28850
1885,2,-0.30068,0.09320,0.02113,0.07393,0.02331,0.04723,-0.34700,-0.25650
1885,3,-0.42175,0.09582,0.02276,0.07292,0.02392,0.05266,-0.47000,-0.37800
1885,4,-0.47348,0.09384,0.01885,0.07446,0.02424,0.04815,-0.52350,-0.42850
1885,5,-0.59616,0.09155,0.02033,0.07048,0.02521,0.04863,-0.65050,-0.54850
1885,6,-0.54234,0.09578,0.02238,0.06964,0.02605,0.05607,-0.59550,-0.48900
1885,7,-0.40775,0.09416,0.02222,0.07324,0.02566,0.04848,-0.45850,-0.35350
1885,8,-0.69217,0.09376,0.02156,0.06957,0.02658,0.05272,-0.74300,-0.63250
1885,9,-0.40143,0.09357,0.02268,0.07229,0.02330,0.04973,-0.44600,-0.34900
1885,10,-0.39994,0.09052,0.02143,0.07302,0.02108,0.04424,-0.44300,-0.35700
1885,11,-0.16862,0.09866,0.01998,0.07437,0.01927,0.05860,-0.21050,-0.13200
1885,12,-0.24628,0.08623,0.01949,0.06612,0.01885,0.04826,-0.28650,-0.21200
1886,1,-0.47465,0.09233,0.01972,0.06865,0.02221,0.05412,-0.51700,-0.43200
1886,2,-0.35832,0.08657,0.02065,0.06722,0.02374,0.04456,-0.40400,-0.31300
1886,3,-0.32500,0.08666,0.02044,0.06928,0.02588,0.04029,-0.37500,-0.27600
1886,4,-0.43653,0.08831,0.02090,0.06464,0.02680,0.04965,-0.49100,-0.38800
1886,5,-0.20660,0.09242,0.02247,0.06743,0.02754,0.05226,-0.26600,-0.15550
1886,6,-0.46831,0.09121,0.02012,0.07246,0.02728,0.04381,-0.52700,-0.41700
1886,7,-0.42953,0.09241,0.02267,0.06654,0.02680,0.05366,-0.48500,-0.37550
1886,8,-0.41313,0.08632,0.01990,0.06402,0.02683,0.04729,-0.46750,-0.35550
1886,9,-0.48149,0.09549,0.02293,0.07040,0.02523,0.05478,-0.53250,-0.42800
1886,10,-0.39178,0.08763,0.02402,0.06644,0.02189,0.04699,-0.43750,-0.34900
1886,11,-0.35732,0.07881,0.02372,0.05823,0.01956,0.04330,-0.39850,-0.32000
1886,12,-0.54791,0.07938,0.02035,0.06089,0.02010,0.04214,-0.58950,-0.51150
1887,1,-0.53316,0.07748,0.02006,0.05581,0.02224,0.04461,-0.57500,-0.49100
1887,2,-0.54330,0.08910,0.02283,0.06317,0.02397,0.05342,-0.58900,-0.49750
1887,3,-0.54980,0.08490,0.02456,0.06396,0.02659,0.04252,-0.60000,-0.49850
1887,4,-0.48706,0.08677,0.02547,0.06757,0.02722,0.03968,-0.54050,-0.43650
1887,5,-0.50939,0.09186,0.02398,0.06441,0.02920,0.05350,-0.56900,-0.45650
1887,6,-0.55386,0.09299,0.02263,0.06258,0.02896,0.05815,-0.61450,-0.49950
1887,7,-0.40883,0.08826,0.02196,0.06546,0.02732,0.04770,-0.46450,-0.35400
1887,8,-0.43366,0.08537,0.02059,0.06498,0.02659,0.04398,-0.48700,-0.37700
1887,9,-0.41260,0.08418,0.02335,0.06182,0.02445,0.04605,-0.46250,-0.36050
1887,10,-0.47640,0.09493,0.02422,0.07250,0.02247,0.05161,-0.52350,-0.43150
1887,11,-0.47771,0.09140,0.02337,0.06335,0.02035,0.05815,-0.52050,-0.44000
1887,12,-0.57200,0.09509,0.02175,0.06435,0.02046,0.06332,-0.61550,-0.53400
1888,1,-0.60404,0.08290,0.02363,0.06023,0.02187,0.04699,-0.64700,-0.56550
1888,2,-0.35130,0.08570,0.02196,0.06105,0.02495,0.05013,-0.39800,-0.30650
1888,3,-0.45433,0.08652,0.02346,0.05561,0.02683,0.05588,-0.50550,-0.40700
1888,4,-0.47509,0.08769,0.02318,0.06263,0.02716,0.04991,-0.52850,-0.42850
1888,5,-0.41738,0.09341,0.02494,0.06617,0.02855,0.05394,-0.47750,-0.36850
1888,6,-0.48483,0.10088,0.02505,0.07196,0.02905,0.05938,-0.54450,-0.42750
1888,7,-0.47070,0.08684,0.02322,0.06467,0.02837,0.04488,-0.52900,-0.41450
1888,8,-0.39086,0.08901,0.02408,0.06320,0.02766,0.05083,-0.44650,-0.33150
1888,9,-0.29632,0.08805,0.02392,0.06304,0.02573,0.05045,-0.34800,-0.24050
1888,10,-0.19152,0.08888,0.02534,0.06594,0.02194,0.04928,-0.23800,-0.14750
1888,11,-0.14636,0.08794,0.02320,0.06076,0.02083,0.05540,-0.19100,-0.11050
1888,12,-0.15229,0.08312,0.02304,0.06297,0.02014,0.04481,-0.19450,-0.11800
1889,1,-0.04487,0.08518,0.02360,0.06177,0.02354,0.04827,-0.08700,-0.00050
1889,2,-0.07018,0.08672,0.02435,0.06580,0.02546,0.04414,-0.11600,-0.02200
1889,3,-0.06418,0.08578,0.02862,0.06308,0.02790,0.04221,-0.11500,-0.01350
1889,4,-0.15495,0.09042,0.02891,0.06326,0.02738,0.05089,-0.20750,-0.10750
1889,5,-0.24036,0.10131,0.02704,0.07035,0.02924,0.06106,-0.29900,-0.19050
1889,6,-0.31132,0.09712,0.02626,0.06439,0.02999,0.06080,-0.37200,-0.25650
1889,7,-0.23531,0.09349,0.02860,0.06798,0.02890,0.04966,-0.29300,-0.17750
1889,8,-0.32256,0.09549,0.02524,0.06068,0.02860,0.06310,-0.37950,-0.26400
1889,9,-0.43734,0.09685,0.02856,0.06825,0.02682,0.05645,-0.49000,-0.38050
1889,10,-0.38225,0.09368,0.02845,0.06142,0.02382,0.06022,-0.42900,-0.33300
1889,11,-0.27097,0.09334,0.02895,0.06707,0.02046,0.05437,-0.31200,-0.23250
1889,12,-0.26373,0.09537,0.02577,0.06911,0.02036,0.05694,-0.30400,-0.22850
1890,1,-0.38123,0.08410,0.02611,0.05681,0.02473,0.05053,-0.42650,-0.33500
1890,2,-0.42064,0.10443,0.02799,0.07207,0.02618,0.06514,-0.46850,-0.37250
1890,3,-0.55335,0.11262,0.02742,0.07621,0.02698,0.07346,-0.60350,-0.50650
1890,4,-0.44717,0.09906,0.02725,0.07111,0.02847,0.05659,-0.50100,-0.39700
1890,5,-0.43185,0.09209,0.02820,0.06391,0.03039,0.05174,-0.49100,-0.37900
1890,6,-0.50328,0.10117,0.02659,0.07119,0.02998,0.05967,-0.56000,-0.44550
1890,7,-0.47643,0.10367,0.02936,0.07244,0.03034,0.06096,-0.53350,-0.41750
1890,8,-0.44888,0.09040,0.02595,0.06197,0.02926,0.05294,-0.50300,-0.38800
1890,9,-0.56650,0.10191,0.02874,0.07493,0.02611,0.05713,-0.61350,-0.51050
1890,10,-0.55415,0.10664,0.02987,0.06430,0.02464,0.07575,-0.59950,-0.50400
1890,11,-0.49086,0.10727,0.02874,0.07976,0.02047,0.06246,-0.52900,-0.45300
1890,12,-0.33185,0.09134,0.02652,0.06850,0.02085,0.05013,-0.37200,-0.29550
1891,1,-0.37790,0.09395,0.02769,0.07076,0.02433,0.04961,-0.42250,-0.33150
1891,2,-0.38808,0.10289,0.02781,0.07459,0.02867,0.05855,-0.43850,-0.33200
1891,3,-0.34974,0.10078,0.03092,0.05914,0.02916,0.06966,-0.40350,-0.29450
1891,4,-0.28335,0.11358,0.03149,0.08523,0.03142,0.06048,-0.34450,-0.22650
1891,5,-0.19760,0.11003,0.02791,0.08304,0.03197,0.05840,-0.26150,-0.14000
1891,6,-0.40646,0.11062,0.02730,0.08206,0.03025,0.06199,-0.46550,-0.35200
1891,7,-0.50583,0.10677,0.02866,0.07377,0.03051,0.06486,-0.56550,-0.44400
1891,8,-0.43608,0.11948,0.03236,0.08473,0.03032,0.07163,-0.49450,-0.37400
1891,9,-0.36766,0.11432,0.03219,0.07853,0.02778,0.07137,-0.42000,-0.30750
1891,10,-0.35338,0.11109,0.03214,0.08484,0.02488,0.05908,-0.40300,-0.30350
1891,11,-0.37284,0.09656,0.02879,0.07439,0.02196,0.04978,-0.41650,-0.33450
1891,12,-0.34960,0.10178,0.02827,0.06843,0.02137,0.06649,-0.39350,-0.31100
1892,1,-0.39415,0.10529,0.02732,0.07128,0.02393,0.06845,-0.43750,-0.35250
1892,2,-0.20251,0.10334,0.02705,0.07514,0.02654,0.05998,-0.25100,-0.15650
1892,3,-0.32021,0.10498,0.02848,0.07709,0.02872,0.05867,-0.37250,-0.27000
1892,4,-0.39937,0.10654,0.03336,0.07322,0.03162,0.06226,-0.45800,-0.34500
1892,5,-0.36291,0.11910,0.02987,0.08984,0.03128,0.06513,-0.42400,-0.31100
1892,6,-0.52652,0.11696,0.03418,0.07679,0.03217,0.07470,-0.58850,-0.47050
1892,7,-0.61133,0.12503,0.03476,0.07090,0.03282,0.09121,-0.67350,-0.54250
1892,8,-0.53111,0.11493,0.03080,0.06719,0.02801,0.08344,-0.58550,-0.47300
1892,9,-0.43790,0.10959,0.03646,0.07505,0.02683,0.06580,-0.48950,-0.38300
1892,10,-0.45693,0.12126,0.03504,0.09161,0.02556,0.06657,-0.50700,-0.41150
1892,11,-0.34898,0.12370,0.03352,0.09256,0.02148,0.07176,-0.39100,-0.31200
1892,12,-0.55423,0.11653,0.03328,0.08260,0.02198,0.07187,-0.59750,-0.51850
1893,1,-0.37678,0.10995,0.03204,0.07062,0.02544,0.07368,-0.42300,-0.33050
1893,2,-0.29979,0.10664,0.03391,0.07658,0.03037,0.05862,-0.35100,-0.24250
1893,3,-0.21479,0.10829,0.02917,0.07723,0.03091,0.06289,-0.26900,-0.15850
1893,4,-0.53819,0.10684,0.03282,0.07147,0.03196,0.06486,-0.59800,-0.48350
1893,5,-0.49944,0.11511,0.02926,0.08452,0.03182,0.06509,-0.56050,-0.44700
1893,6,-0.60133,0.12475,0.03617,0.08178,0.03248,0.08069,-0.66450,-0.54000
1893,7,-0.46199,0.11924,0.03590,0.08082,0.03227,0.07318,-0.52450,-0.40100
1893,8,-0.31819,0.10398,0.02972,0.06519,0.03063,0.06885,-0.37700,-0.25750
1893,9,-0.44732,0.09622,0.02884,0.06575,0.02879,0.05722,-0.50250,-0.39000
1893,10,-0.33953,0.11045,0.03226,0.07234,0.02574,0.07255,-0.38900,-0.28750
1893,11,-0.33629,0.11639,0.03291,0.08053,0.02255,0.07395,-0.38100,-0.29550
1893,12,-0.31162,0.11795,0.03042,0.06838,0.02131,0.08864,-0.35350,-0.27600
1894,1,-0.31674,0.10043,0.03113,0.05821,0.02745,0.07053,-0.36700,-0.26700
1894,2,-0.31025,0.10737,0.02902,0.07260,0.02990,0.06725,-0.36350,-0.25600
1894,3,-0.40854,0.11516,0.03228,0.08025,0.03071,0.06955,-0.46500,-0.35400
1894,4,-0.46761,0.10993,0.02933,0.06873,0.03219,0.07392,-0.52900,-0.41350
1894,5,-0.53030,0.11571,0.03054,0.07479,0.03388,0.07560,-0.59650,-0.47250
1894,6,-0.49371,0.11568,0.03217,0.06927,0.03547,0.07931,-0.56400,-0.42800
1894,7,-0.41575,0.10631,0.03126,0.05932,0.03388,0.07522,-0.48250,-0.35150
1894,8,-0.42473,0.10809,0.02668,0.08060,0.03169,0.05891,-0.48550,-0.36000
1894,9,-0.46207,0.11277,0.03164,0.07368,0.02962,0.07355,-0.51950,-0.40150
1894,10,-0.48044,0.11068,0.03154,0.07417,0.02713,0.07083,-0.53400,-0.42750
1894,11,-0.36247,0.11774,0.03148,0.07931,0.02410,0.07748,-0.41200,-0.32200
1894,12,-0.38736,0.09703,0.02843,0.05553,0.02502,0.06997,-0.43750,-0.34550
1895,1,-0.29988,0.10772,0.02673,0.06568,0.02731,0.07635,-0.34800,-0.25050
1895,2,-0.34841,0.11410,0.03015,0.06727,0.03049,0.08158,-0.40200,-0.29300
1895,3,-0.39709,0.11536,0.03176,0.07229,0.03326,0.07725,-0.45550,-0.33700
1895,4,-0.49850,0.11060,0.03215,0.07244,0.03554,0.06848,-0.56350,-0.43650
1895,5,-0.54320,0.10383,0.03348,0.06267,0.03712,0.06598,-0.61250,-0.48100
1895,6,-0.41470,0.09479,0.02839,0.06083,0.03535,0.05682,-0.48150,-0.35050
1895,7,-0.38355,0.11371,0.03006,0.07186,0.03429,0.07541,-0.44800,-0.32100
1895,8,-0.26216,0.09956,0.02561,0.05516,0.03268,0.07173,-0.32350,-0.20050
1895,9,-0.50591,0.09623,0.02652,0.05975,0.03085,0.06352,-0.56200,-0.44200
1895,10,-0.51213,0.09284,0.02604,0.06061,0.02721,0.05940,-0.56300,-0.46050
1895,11,-0.28248,0.09862,0.02807,0.06457,0.02350,0.06493,-0.32650,-0.24200
1895,12,-0.38535,0.09566,0.02617,0.05919,0.02541,0.06570,-0.43300,-0.34250
1896,1,-0.20013,0.08639,0.02705,0.05732,0.02984,0.05055,-0.25050,-0.14750
1896,2,-0.20802,0.09455,0.03013,0.06177,0.03408,0.05527,-0.26300,-0.14700
1896,3,-0.23847,0.09272,0.02489,0.06135,0.03431,0.05510,-0.29750,-0.17850
1896,4,-0.26246,0.10276,0.03179,0.06526,0.03427,0.06416,-0.32500,-0.20500
1896,5,-0.37136,0.09907,0.03264,0.05787,0.03879,0.06242,-0.44400,-0.30650
1896,6,-0.27690,0.10641,0.02730,0.06955,0.03790,0.06560,-0.34700,-0.21200
1896,7,-0.23990,0.10477,0.03137,0.06984,0.03453,0.06264,-0.30500,-0.17450
1896,8,-0.11734,0.10165,0.02985,0.06650,0.03309,0.06265,-0.17950,-0.05000
1896,9,-0.27949,0.11703,0.03010,0.06682,0.03207,0.08542,-0.34050,-0.21700
1896,10,-0.32814,0.09704,0.02858,0.06549,0.02752,0.05961,-0.38050,-0.27400
1896,11,-0.07449,0.09803,0.02779,0.06928,0.02731,0.05737,-0.12500,-0.02950
1896,12,-0.07674,0.10090,0.02750,0.06369,0.02720,0.06804,-0.12750,-0.03200
1897,1,-0.13588,0.09867,0.02983,0.05976,0.03019,0.06606,-0.18500,-0.07950
1897,2,-0.09906,0.10382,0.02944,0.06599,0.03241,0.06713,-0.15100,-0.03850
1897,3,-0.07581,0.09857,0.03211,0.06607,0.03764,0.05388,-0.13650,-0.00600
1897,4,-0.16815,0.10564,0.03066,0.06693,0.03690,0.06618,-0.23400,-0.10550
1897,5,-0.17551,0.10152,0.02764,0.07224,0.03928,0.05274,-0.24600,-0.10800
1897,6,-0.27274,0.10405,0.02881,0.06886,0.03915,0.06101,-0.34350,-0.20400
